ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
610,5529.67032410359,95.3269442620931,0,4.32634431457306,75.837643832559,7,3.04201613811025,6.59297675019218,0.0481860652386294,97.3584660166067,0,2155.75486959588,0.198748098612456,1.45910991257587,340.836789018249,1
781,16186.0067409685,88.1283307314804,4,2.45331986817191,70.8584265208396,6,3.76499737716811,7.54880178277395,0.0942607139815326,93.4746300645637,7,1298.3878373325,0.438994742932313,5.11140408804354,214.001658556303,1
575,8037.20840247856,97.5967549588294,3,4.67834933769093,71.6663508200375,11,3.67310430155578,7.42342737969135,0.070616032312386,83.4187558241654,1,2956.41032701867,0.246641266845022,6.65981343399373,155.136258921037,1
799,19371.1022017907,92.9736590671473,5,3.1563458229002,64.9302247980353,10,0.0989936505907862,8.56560669028851,0.0261899735600074,83.6340485264457,6,1632.61337281658,0.332645487927954,7.70250872285477,235.956799009833,1
882,10519.1112695313,97.9849783657841,0,3.33503210950935,92.2305533017203,12,3.43707666509427,9.55302879212304,0.0503921817741425,82.2051891263053,5,3948.03007224674,0.190448459039684,2.24678804734564,180.392372817914,1
289,9903.97424507119,92.4701062249468,1,4.30438640765346,60.3696925832431,14,2.25277024049463,7.27054478566443,0.0466672819051978,98.8594943998705,0,3965.04719879781,0.116554534796394,2.49917755115213,109.57578662991,1
786,7233.32075498667,82.6257594400965,2,1.83560092273328,72.5002182794081,16,2.62044983777229,5.80875715802567,0.0795052606878364,93.4550339567876,5,4368.27105995004,0.169480106405464,5.23058429522612,160.725595426866,1
662,9584.06323235322,86.1938342221038,1,2.09419574597432,66.9764217286566,21,2.8083166847149,4.54264757134329,0.0833355114096203,95.7981950093105,8,2510.27474059101,0.118479575043521,9.98232812181167,453.231184367069,1
975,18149.761427423,84.0358989650491,5,4.5767836363759,83.5615576243336,21,3.65859808554133,4.88219440099094,0.0283442822741725,86.6231467364873,2,1053.23918892257,0.287441559845288,4.20442152091087,104.814913001086,1
666,19945.0150644087,98.1765299543372,1,4.55433573217444,70.1700961045818,17,4.15666491804157,4.67584486499245,0.0821151453906237,89.2084342015352,6,2038.94375349792,0.33465495636722,4.84774684626619,409.540121437638,1
343,10524.6429576027,95.2080013457497,1,4.89417249290392,70.359938181124,7,3.23130472316118,4.59572393019112,0.0179501405291001,80.7955906367339,3,2871.24679810111,0.117870083074181,4.89202068533096,401.384442348633,1
931,11729.1594643181,93.5279673782001,2,4.55827242398752,79.5335257598128,5,2.81953610403001,7.55700003505675,0.0762770554537696,97.780148008702,0,3776.0451176642,0.136192888615173,1.72630739221386,325.695075343596,1
604,15831.0640730411,86.0193263926324,2,1.07317416215012,86.107561573637,10,1.86884627406351,6.70167223961491,0.0248784543801361,97.0600685882322,6,2528.16234274697,0.29421001072414,7.96754930760996,183.379106283348,0
230,18292.9367069761,83.6808954410043,2,4.20675928761644,64.8521881826065,8,0.689391096159738,3.61596035934181,0.0297931157413296,95.6962266972859,0,3144.19358426855,0.419671972880391,3.27791371983497,451.223689720093,1
584,13895.6650128018,95.1290217597782,2,2.34427315149317,67.0204580986198,4,4.79288840822432,9.75700815332957,0.0852467840188994,81.1660413536238,3,3097.05434982287,0.351203671566288,7.33300351194628,290.030227517577,1
918,10872.8854726674,89.4831589175816,1,4.95860610175672,69.8869897837807,6,2.30921146162654,5.42180412283455,0.0420074865056297,83.4849947115487,8,1659.92939743327,0.141884088041548,5.27580890952032,169.282491619094,1
746,11189.3276127294,84.5157910430126,4,2.62526433947961,98.9499285647184,21,2.83106122248697,6.52869120854463,0.0990565824856296,86.6834131550892,4,3492.19800032005,0.455016909536598,6.50601767997446,271.60903699569,1
120,15434.2721974521,92.3324395633055,4,2.99226237125999,75.8860999977168,14,3.75536569718209,7.6208077343181,0.0151943029907441,85.2612535068334,6,2757.00691282159,0.466980093915899,1.48574472845497,177.966891097701,1
940,5048.27395406418,80.806677042769,2,2.88398711865559,83.9596036252411,20,0.342052424899146,6.90941901341516,0.0463349038039684,96.7691967706214,6,4231.67480660997,0.229982731139784,9.0096911597491,250.40313645197,1
266,14293.8400618976,86.5234050825651,3,1.94781663436225,69.6617125086391,21,4.27505504501866,4.48841415276481,0.0732450330908936,83.8967151640124,2,3762.4448325156,0.346407116752545,3.19471092477742,298.675108404048,1
373,10332.3951566204,89.3711398918227,0,0.837599400018132,79.6183810062995,3,3.98512871671204,8.38165258789901,0.000536705797850745,90.6424893067795,7,1445.87674479022,0.296930860073885,7.03085848750753,243.96035588082,0
487,16912.9599691563,82.9591666821881,5,4.53043053680863,62.9647669754383,18,3.87214290954921,2.88122911663702,0.0151855278193017,91.4276219563863,0,2955.03364014627,0.476809507451929,8.18217200859546,362.81770962908,1
700,6394.85959734698,99.6930895518168,3,4.11204115636829,61.3896858368931,12,0.109913533672042,6.55196667762937,0.00203567494109803,88.5002369432507,3,3809.97743397675,0.303499413179494,5.86034845554877,474.367121635375,1
415,13823.0340042259,84.1819472917923,5,1.12787051251851,78.7493410728584,0,2.63259425705207,4.18653778411281,0.0992877865382754,84.8137586346092,9,1348.04690322937,0.483986325484826,4.03600619870762,239.259739058785,0
113,12214.5933482919,82.6070626008653,3,3.99545722107533,75.9463715007365,0,0.271341853662184,6.92609894138415,0.0760624662421471,99.2058858176226,3,4169.98813022653,0.179737020212082,9.80113037032969,242.295805534594,1
341,14634.8828885784,84.0706974777379,3,3.31630999722775,65.4752127876731,21,2.75436289423646,3.74394784867496,0.03735590977466,88.2679848453805,1,1888.0180585776,0.238214703078272,3.50595741943626,395.320988240906,1
876,5972.80391724453,95.3812226631945,4,2.3411470456293,87.5040571568294,13,3.59224163127761,8.17759724167471,0.0156284934696776,94.5461999107333,5,3012.33918189476,0.412538096038455,9.53796103410944,312.236372608434,1
445,13699.756811422,88.5101131854369,0,1.64309517093003,99.7161396359706,8,0.609251251292114,3.82029065012666,0.00903832428034507,83.6809297531246,0,4762.24514989055,0.413444294237347,2.40601720316259,271.535775848296,0
664,13422.2688193929,91.3083187950508,3,4.36877952576005,75.8258728478685,23,3.47441552738644,9.12313707973466,0.0531907200550912,96.4562233707246,2,3285.33693928914,0.392873309582682,4.50299918370109,425.523275382601,1
997,13409.9014162426,80.4201831397272,2,3.65084716682324,84.9823454366958,11,2.24766422992654,8.89243923736185,0.0975891318199199,84.3178364646733,8,2696.21780681579,0.443844585866122,2.24646025732572,456.414426876565,1
439,14052.3149989468,80.6886261714663,5,2.96482959261112,98.5190376945794,17,4.0577646533891,4.89914761611049,0.0674610944657764,93.5061324714605,9,1027.17970959657,0.381018469177525,1.02016425766326,336.234642418874,1
191,15147.0190583954,88.9165109965403,4,3.24305840254309,93.261398897875,8,2.66794469690151,5.08656231099221,0.036513836825873,90.1299200294504,5,1533.65449109631,0.354434057788894,3.34232686356827,174.041309102202,1
466,17074.8349952115,96.3331048640325,5,0.909797819369814,78.5420889321074,7,1.68060767917324,7.61202766149992,0.0500850973237488,82.9311428196285,1,3314.65554039195,0.283570005231005,1.78489360827059,286.514355600791,0
554,9047.31080192322,97.7047775741513,2,2.63263892410036,89.4995793783968,13,1.65995781711854,2.72298830377987,0.0998903367939452,80.4989839231215,8,2975.30016261495,0.286835097331731,9.87710970781312,301.748264859254,1
527,17375.7411527009,81.7341313519128,2,1.37165131753566,65.125401610021,8,4.48743260003792,2.64735529740543,0.0518766228884451,98.6149653076361,1,2455.31670258733,0.262464597281697,7.85487986156622,272.882942844344,1
608,12473.8352339518,90.7672620420205,3,1.43772655553971,80.484154218552,19,2.26435792292566,3.09059357467155,0.0964201485776356,82.5138102712908,6,4692.86354157647,0.348084719881528,1.03334316689808,204.972751546154,1
875,6155.87418701497,98.2645937255854,2,3.4758678302909,71.1624110871975,1,2.02876948588211,6.49980268359882,0.0016361718817826,94.0990285737383,0,2329.93014970376,0.262665571693197,3.01281926341233,288.928723089542,1
134,5878.26393865969,87.7594550879577,0,4.6006526832543,66.4465475158465,0,0.199368111489578,3.19201843864875,0.0720963128234173,93.0536991789397,4,3148.60302577643,0.158997725634639,7.03111817155345,278.618460839076,1
305,10013.5747804409,96.5913166285674,2,2.31690474715256,77.0512362501814,12,1.82162302557701,4.22093825418385,0.0627161449213117,86.8344008489705,6,3274.85363809652,0.142611846483459,4.58696901848279,183.797409580775,1
180,16773.454656672,82.6739130879887,3,1.43487172855486,65.2405821773446,9,4.24813527472212,7.17529126032166,0.0685329858457322,83.7076579910946,2,3109.87356025569,0.469788910097511,8.48658306739805,461.372260934426,1
661,15615.2140211137,98.707889793356,5,3.41936121756494,87.9594043269794,7,3.80493828266305,2.12499022269372,0.0570567089257453,83.5665649891083,3,2910.3415661604,0.109895563015153,5.54374700538159,454.136380338987,1
971,16829.2244700861,95.0284663506261,2,4.42034170857643,78.2496017621334,6,1.104566013983,3.44189286362776,0.00441767762416558,91.7065570610048,4,2348.25494404763,0.142186904722261,6.88286277759186,403.846571380236,1
487,12759.0358466241,98.826687855738,4,3.86743460505121,81.2457853025866,23,2.06528311606752,9.43944530300563,0.0149563935491826,90.9384258924809,2,4635.05453215848,0.278121949858235,6.37333657835033,260.378631044913,1
101,11602.9849693324,93.5323446710501,4,4.40940753741464,65.8550375467263,11,0.982898380408744,7.3086209872697,0.0922251270335215,97.5187004070046,5,2803.21304703658,0.205170506761752,6.74352010561271,248.136763156854,1
489,7211.78790059426,87.2680786399885,4,2.9144960195486,65.5908664437398,16,4.77108408417353,4.44440891378571,0.0232925008367117,92.8000615682387,2,3113.7954693843,0.262339560160858,3.07088968444462,386.586150958386,1
665,9922.89130413967,98.7636234504945,5,3.88344309966136,83.336617410405,11,2.99058939267768,2.36242739248935,0.0992937269326942,96.3854995216105,7,3625.91193532097,0.146978952637553,4.35960495285572,343.247694001228,1
205,11510.2904926081,85.5113355261836,1,1.13029051711521,99.4003899131779,15,3.77177396274274,6.68839046729942,0.0679588484394617,80.6482612490522,6,1270.62416972614,0.15236277473895,1.45566327578042,340.239329578703,1
871,6329.00644519426,86.6434504412347,4,2.06723576913436,63.850023329509,9,3.5690432483839,3.78293047913953,0.0444354490126185,93.4198629405719,0,4125.15256585298,0.420263163490046,6.28872863219388,149.644610997943,1
921,8309.17929066817,94.0161683600348,4,2.25297124016685,71.4292571426313,11,4.36844681695042,9.68140350974667,0.092004885643604,84.6741727685924,1,3050.02924034414,0.403643497640122,5.13332615868198,347.313512118179,1
576,13973.3794109561,95.3063259905077,1,2.80083085810716,94.7783646615155,10,4.7466388927273,7.49568763989476,0.0794986189617456,85.0567791993142,3,3628.70774337987,0.141701146289846,7.84644534117165,460.745204449346,0
802,16034.9467135878,98.5880696769831,5,4.68084362115571,62.8908804902095,13,0.162230868878622,9.79299109076885,0.0428965079584902,94.4115305817868,4,4088.04826165477,0.367116165959608,2.85744218159478,134.326588268173,1
501,19975.2126708942,84.0960481811242,4,4.43433452099978,95.0354288546781,21,4.87650589949976,8.79119117929253,0.00685929722673561,95.8686591764988,9,4496.39756305686,0.343724529342193,4.93130904461022,235.668519628315,1
829,18996.6999701534,95.9599607043845,3,1.10536471530133,80.9714393349901,19,4.3527123155294,5.86421932152433,0.0868304574534501,87.4347095027711,3,2568.88166781172,0.385345089072092,2.62670889751648,303.605716578829,1
655,14638.4779930279,94.7709210679393,5,1.27755343347108,76.330670957057,12,1.91473704349048,7.35650518123315,0.0765039931358341,95.8015363373661,3,4245.71957072902,0.28977956182499,6.52581302723598,374.403797932595,1
261,11318.7207994111,81.275891125072,4,2.1093824731501,72.3872225740582,1,4.18534621278535,8.4968575643144,0.0790734837290715,88.8748935070471,8,2035.34758226361,0.207994731013376,8.63227230860307,135.8539718225,1
301,14542.6604706235,87.7444628242041,4,1.80834739650803,71.8846863251137,19,3.68278991165475,6.62542785330099,0.0744858732725556,97.1529069674076,3,3641.34260382947,0.365471667742611,7.88898923604087,449.122477315538,1
369,16784.7742712035,85.655309141202,1,3.26646928920318,72.2321032979792,6,3.96557188344846,2.49190000774575,0.0275754489378083,80.4980754435719,3,1410.82920271856,0.248542970609129,9.49778175367799,116.218248163261,1
962,6775.04286385081,86.0898084870806,3,4.56249221494045,95.3921232384078,0,1.10345516419528,5.76357051098905,0.0858845719669338,81.669901416297,3,1080.1218696963,0.187581160404864,9.74553203677232,443.075866722897,1
915,11148.5733454443,99.658937591094,5,4.83031193752664,88.9518092069914,2,3.24281850967833,3.04458664629312,0.000223255314410875,95.5270361453536,1,1383.05250445056,0.263451605487713,7.94830480823792,111.060702346102,1
370,17597.0342845343,92.8555482695986,2,3.44121328640852,86.788920313246,19,0.129629471496454,7.71877420168136,0.0237276278383753,92.4817925566067,7,2277.5299462499,0.405307934240382,3.58125476842233,161.409321730942,1
555,10757.4942789957,94.35352315587,0,4.27171640630489,91.94996595808,11,4.24114566276424,7.44503132510082,0.00465595988241957,91.1804050727104,3,1124.37845529866,0.290317278614481,2.97335239493786,420.129530861469,1
561,13578.0840684078,99.5323527463002,3,2.86340990103859,70.2845865201658,4,4.75521486237895,9.94326553641691,0.011059645666896,92.2795761467715,4,3521.96508874905,0.219945705373369,5.02794131094049,444.065774881511,1
826,13816.540412933,87.5440356491528,2,1.43747126087018,84.7217124832702,11,3.31061720317644,7.03047841435286,0.0532379137517506,98.603812548443,7,2266.17815352906,0.432747445929531,9.94495325119409,492.90633171449,1
351,7767.14379700459,96.0368033690561,3,2.86109785442065,78.4026495583181,2,2.56334826588001,8.40110353907153,0.00372561899410344,93.1107406287613,3,3945.50427085719,0.452657502072374,4.7140121873544,146.28593133747,0
801,10433.5316247843,88.6906192660899,2,2.99787170646943,91.2976654080077,19,3.62865544681536,4.14630280711066,0.018138104770038,92.9495223331967,4,1183.66054507842,0.27330016950907,2.79161569515042,310.580446436253,1
395,10017.669331129,97.3906734362996,2,3.841059038961,72.3702444189314,4,1.63180644112308,4.72019308236784,0.0232740147390828,95.1894175941246,4,1866.80626618999,0.249875208290758,9.49908590004917,130.862330615876,1
824,5392.95062798097,83.6131508262261,3,1.48947345368307,85.7271446747958,0,3.13193897906269,9.3361940190227,0.0655338805137222,97.3324141127965,5,2632.01370131879,0.345079578807586,4.47326179836421,162.56305038554,1
819,5362.87645837033,98.9537235412856,1,2.15739671939029,95.2884964726925,15,3.59486469653222,8.04153807700596,0.0468820524448232,85.2382495647671,6,2530.60624917619,0.123189778423165,7.21808998504868,169.797543162545,1
848,17475.4556551366,84.3754341682176,3,2.13812361146555,76.0860190477972,8,0.713403907405938,7.2421533983811,0.0458412523055458,92.3349771846661,2,1523.99469134536,0.376529264227039,8.09337680753128,125.355300583634,1
437,9096.06214959219,86.5244101396186,3,4.81747818083524,62.6648834946985,9,0.700340027482962,4.03222154066432,0.0768432554257625,91.6794992710495,9,4976.54725432663,0.412915042150899,8.58840311853581,457.191922371335,1
978,12771.1814935822,95.1238446821356,2,2.49775232147024,80.6420328936717,9,3.58069088857153,7.58862342980132,0.0456721412074335,82.6969896299669,2,2137.75832333534,0.258976770902869,8.39152348410512,150.542207205744,1
152,9480.8836038316,87.8751028313081,0,3.89792285284166,73.8388995122811,12,2.15891247082748,9.09410916033561,0.0348488742918046,90.4063394782142,8,3884.12833860585,0.169846340002959,8.52622176699982,351.73633720493,1
891,19110.1886767301,92.1642275353289,2,3.87865121618498,86.889015221887,15,4.4460074923045,3.84638123915725,0.0962451045604333,81.3910102948093,0,1880.10678884687,0.111527350056345,7.00888084820093,350.298825825257,1
316,8889.45138298661,88.8914700213886,4,1.69494883161459,98.0413169899443,19,1.55969441078419,7.64899158332659,0.0008293309437857,83.6991917480468,9,4511.40484290434,0.35489823979484,4.63447962345214,179.458082146485,1
863,11444.852191084,94.8473987417956,3,3.07341360217279,79.4243327198739,3,0.212153686243223,5.14955162718007,0.0305393000075384,98.2592616383636,7,2551.03324059877,0.207597362653964,7.00558168657453,499.364504494313,1
287,18090.953757269,84.5666250473722,5,4.52436301993392,78.6476092062214,13,3.2493801461576,2.95013930352496,0.0609392716379723,82.3848636308469,9,4603.60995595642,0.285555834848514,8.53060900653922,238.947109278355,1
479,17629.0035018771,81.1691597447375,3,2.63838973755627,86.1833920076584,16,3.4211961330129,8.10768541226946,0.0782809236052805,91.5783259969359,2,2367.33967853588,0.254542208663012,4.15578218161979,462.037748385358,1
592,7791.52126769416,85.9985879494613,1,4.75302878304146,64.1399001437427,4,2.76795804489355,3.33709431347469,0.0816412954758564,86.4696139198615,4,1034.57528598765,0.169953918378985,3.66857191262836,479.313892901498,1
140,17039.6496469357,89.4861732973686,5,1.46506203195873,70.1402475570006,12,3.41666322847299,4.02317018792297,0.00460731318551725,91.1062658145323,2,3068.08172431385,0.303347467384282,4.09336495394647,479.595525719879,1
256,11872.8033010684,83.3604010438536,2,0.833715975983138,96.7591730200159,2,2.61877172237198,8.26353632702954,0.0709132055557588,84.6994708490481,9,3099.15174460439,0.283837409096295,5.96155056426432,401.135035040689,0
114,12244.5330812803,87.0959457931278,1,4.51154242915137,86.7977045345507,4,3.46316408049523,7.9370622849971,0.0720253643471817,88.8875890935532,0,1479.33673115454,0.349659049147933,1.4719948733255,201.522002124793,1
912,7002.19958623916,87.9996603658714,3,4.31456539082998,60.5377617593367,15,0.219687032775973,4.03346452835516,0.0214079421456268,97.3466686629652,9,1939.85429367717,0.200753997811915,8.01073737115156,148.262140724103,1
164,6209.02270635687,81.1478368737655,2,4.9666544417023,68.1850189023608,18,1.84198685110511,9.52771691477094,0.0112775028470092,87.5243395563871,4,4133.9823639254,0.185855631941362,2.24966762605182,327.953990861689,1
956,15919.0896046065,91.6661449636841,2,3.55727069650592,87.313490641156,18,1.05408458976842,3.72228180061753,0.0749686157695302,87.0606187600187,7,1147.02329851464,0.425738023902589,2.19554791105689,244.015652438804,1
938,12446.9172853295,97.6868685594258,4,4.71509567000217,90.575968102503,16,0.496630693058137,9.94897771971226,0.0249500006237278,88.9223615853933,4,2958.10674674672,0.380876897985617,2.77893225420495,432.41560472769,1
620,11552.7605392277,83.0348582590611,4,4.2212706128785,93.5943829069617,17,1.17046318083036,7.90319897561152,0.000167380408367723,82.0098568848863,3,3121.63249365425,0.408882580676625,6.19234691475249,397.996021046701,1
443,15942.623429786,91.9561602680303,0,4.29991849904039,71.6870721352818,17,0.956553090158941,5.14006152441122,0.0223572603576861,87.7469404917611,8,3754.8482427045,0.149315924702011,3.5701153822356,210.587318469365,1
228,16482.6934848666,93.2947840982169,4,3.06113706704421,97.2411438511025,22,4.86565694180799,3.04279365329987,0.00310680088163126,80.1380050125633,0,1149.82506960054,0.189615857330807,4.31281296087897,106.806093475892,1
747,7383.6225150403,88.3866936083858,5,2.2206406906252,82.1178757431157,7,1.43272958859231,4.56407964127691,0.0249186686694129,90.067942902979,4,3342.58530836186,0.330212606481456,9.38484199880315,194.926303580365,0
